Customer ID,Recommended Product,Current Plan,Product Interest,Monthly Data Usage (GB),Monthly Voice Minutes,Monthly SMS Sent,Recommended
31903,Discounted Data Bundles,Unlimited,Data Plans,46.75,696,293,1
21352,Discounted Data Bundles,Basic,Data Plans,34.61,1605,406,1
29689,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,41.25,961,149,1
47666,Discounted Voice Bundles,Basic,Value-Added Services,28.03,1513,131,1
20404,Discounted SMS Bundles,Premium,Data Plans,39.09,692,432,1
60521,Free Device,Premium,Data Plans,1.3,1098,58,1
40555,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,41.01,424,456,1
17298,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,2.49,1192,323,1
56844,Free Device,Basic,Device Offers,44.55,1783,198,1
63640,Upgrade to Premium Services for Free,Unlimited,Device Offers,49.6,547,214,1
72949,Contract Extension Bonuses,Premium,Data Plans,15.06,1651,385,1
55007,Discounted Voice Bundles,Unlimited,Voice Plans,10.91,918,48,1
70507,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,38.39,1740,471,1
52675,Discounted SMS Bundles,Basic,Data Plans,13.02,1288,231,1
74359,Discounted Voice Bundles,Premium,Value-Added Services,43.35,1611,246,1
35100,Discounted SMS Bundles,Premium,Value-Added Services,5.59,1836,381,1
96567,Upgrade to Premium Services for Free,Unlimited,Voice Plans,6.73,808,478,1
77739,Discounted Data Bundles,Premium,Device Offers,48.97,1549,238,1
77607,Discounted Voice Bundles,Premium,Voice Plans,33.86,1820,414,1
31935,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,42.42,1957,366,1
87238,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,16.55,364,167,1
79383,Discounted Voice Bundles,Premium,Value-Added Services,33.99,1998,47,1
29627,Discounted Voice Bundles,Basic,Data Plans,29.91,711,50,1
39440,Discounted Voice Bundles,Basic,Data Plans,30.36,1465,298,1
54826,Contract Extension Bonuses,Unlimited,Voice Plans,34.29,931,97,1
29317,Discounted Voice Bundles,Premium,Value-Added Services,28.98,1849,438,1
98807,Discounted SMS Bundles,Basic,Device Offers,21.74,1401,215,1
56525,Discounted Data Bundles,Unlimited,Value-Added Services,14.16,773,176,1
29649,Upgrade to Premium Services for Free,Unlimited,Value-Added Services,38.54,1562,379,1
70965,Free Device,Premium,Device Offers,11.7,256,473,1
90655,Discounted Voice Bundles,Premium,Voice Plans,34.77,1545,79,1
86025,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,12.05,350,184,1
53741,Discounted Voice Bundles,Basic,Value-Added Services,31.45,977,366,1
69416,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,37.48,1732,460,1
42391,Discounted SMS Bundles,Premium,Value-Added Services,11.33,629,398,1
34857,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,3.47,426,26,1
75271,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,6.98,1060,451,1
66554,Free Device,Unlimited,Voice Plans,30.5,994,463,1
89774,Discounted Data Bundles,Premium,Data Plans,42.55,196,447,1
32244,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,2.73,612,477,1
85712,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,36.84,315,491,1
96702,Discounted Data Bundles,Unlimited,Data Plans,17.4,1255,413,1
85890,Free Device,Basic,Voice Plans,24.19,1383,419,1
36693,Discounted Voice Bundles,Basic,Data Plans,46.48,224,194,1
57701,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,16.93,1205,213,1
67321,Discounted Data Bundles,Premium,Data Plans,23.53,1406,368,1
42450,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,1.18,1806,341,1
49719,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,4.54,158,113,1
46483,Discounted SMS Bundles,Unlimited,Value-Added Services,13.3,1667,241,1
53685,Discounted Data Bundles,Premium,Voice Plans,1.88,260,123,1
47443,Discounted SMS Bundles,Basic,Voice Plans,31.75,383,304,1
35564,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,21.61,205,75,1
31469,Free Device,Unlimited,Device Offers,27.63,1228,310,1
14316,Discounted Voice Bundles,Unlimited,Data Plans,9.15,1562,468,1
70912,Discounted Data Bundles,Unlimited,Device Offers,15.15,327,311,1
80249,Upgrade to Premium Services for Free,Unlimited,Value-Added Services,33.36,1823,195,1
39400,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,48.28,1705,350,1
34684,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,3.0,417,43,1
84040,Upgrade to Premium Services for Free,Unlimited,Value-Added Services,44.57,1587,414,1
16338,Contract Extension Bonuses,Premium,Value-Added Services,29.06,901,185,1
10991,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,28.41,1722,342,1
22166,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,25.26,973,245,1
22183,Free Device,Basic,Voice Plans,3.94,571,436,1
21500,Discounted Data Bundles,Unlimited,Value-Added Services,4.95,1179,83,1
21175,Upgrade to Premium Services for Free,Basic,Voice Plans,30.25,724,206,1
99452,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,17.38,112,150,1
43567,Upgrade to Premium Services for Free,Basic,Value-Added Services,45.9,1563,155,1
96507,Discounted Data Bundles,Premium,Device Offers,20.63,1141,15,1
39064,Discounted SMS Bundles,Premium,Device Offers,7.59,793,164,1
41027,Discounted Data Bundles,Basic,Voice Plans,35.88,1072,404,1
59595,Contract Extension Bonuses,Unlimited,Value-Added Services,15.02,212,462,1
32690,Discounted Data Bundles,Basic,Device Offers,26.51,328,144,1
28017,Discounted Data Bundles,Unlimited,Value-Added Services,35.04,270,497,1
49783,Contract Extension Bonuses,Basic,Voice Plans,45.06,394,36,1
28253,Free Device,Unlimited,Device Offers,39.71,288,332,1
84644,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,33.98,525,402,1
99630,Discounted Data Bundles,Unlimited,Value-Added Services,34.14,1076,413,1
37682,Contract Extension Bonuses,Basic,Value-Added Services,47.32,1202,44,1
49503,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,15.14,757,401,1
22349,Discounted SMS Bundles,Unlimited,Data Plans,0.56,1018,205,1
85890,Discounted SMS Bundles,Unlimited,Device Offers,13.96,1305,61,1
19321,Discounted Data Bundles,Unlimited,Value-Added Services,11.29,598,419,1
34137,Free Device,Unlimited,Value-Added Services,33.26,1921,355,1
63823,Free Device,Unlimited,Device Offers,31.87,861,467,1
20793,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,29.88,965,307,1
10389,Discounted Data Bundles,Premium,Voice Plans,1.3,925,18,1
84641,Discounted SMS Bundles,Premium,Voice Plans,36.57,1831,364,1
70559,Free Device,Premium,Data Plans,16.51,1958,299,1
60581,Discounted Data Bundles,Basic,Data Plans,33.42,170,6,1
56929,Upgrade to Premium Services for Free,Premium,Value-Added Services,28.05,347,248,1
84716,Free Device,Unlimited,Voice Plans,17.47,245,427,1
11686,Contract Extension Bonuses,Unlimited,Device Offers,7.16,1741,116,1
86332,Roaming Data Bundles,Premium,Value-Added Services,5.17,1898,67,1
70087,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,41.66,1419,33,1
88582,Free Device,Premium,Value-Added Services,45.96,681,193,1
38288,Discounted SMS Bundles,Unlimited,Data Plans,32.66,569,324,1
69167,Discounted Voice Bundles,Basic,Value-Added Services,5.62,1629,54,1
56013,Upgrade to Premium Services for Free,Basic,Data Plans,20.4,292,265,1
61932,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,36.58,1191,479,1
28961,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,39.1,593,41,1
62617,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,6.35,1940,296,1
33810,Discounted SMS Bundles,Unlimited,Voice Plans,0.5,151,460,1
76258,Free Device,Premium,Value-Added Services,35.75,981,230,1
60190,Discounted Data Bundles,Basic,Value-Added Services,18.15,462,452,1
37248,Free Device,Unlimited,Value-Added Services,13.1,1920,377,1
11688,Discounted SMS Bundles,Premium,Data Plans,1.14,1016,393,1
73916,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,27.24,573,9,1
85485,Free Device,Unlimited,Device Offers,42.63,1969,357,1
71894,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,47.9,620,474,1
68394,Upgrade to Premium Services for Free,Unlimited,Value-Added Services,28.5,1886,443,1
55748,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,25.97,1554,127,1
50541,Discounted Data Bundles,Basic,Voice Plans,4.71,1967,178,1
63955,Upgrade to Premium Services for Free,Unlimited,Voice Plans,27.67,1421,404,1
27103,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,19.31,1558,391,1
69914,Roaming Data Bundles,Unlimited,Data Plans,30.55,1819,192,1
68266,Discounted Voice Bundles,Basic,Value-Added Services,19.74,790,91,1
56432,Discounted Voice Bundles,Unlimited,Device Offers,12.39,1321,368,1
90910,Upgrade to Premium Services for Free,Unlimited,Data Plans,5.2,1251,230,1
13827,Contract Extension Bonuses,Basic,Voice Plans,16.09,631,77,1
95752,Upgrade to Premium Services for Free,Unlimited,Data Plans,5.28,1534,84,1
20012,Discounted Voice Bundles,Unlimited,Voice Plans,9.26,939,29,1
21721,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,49.37,1188,212,1
21553,Discounted SMS Bundles,Premium,Device Offers,22.48,1817,48,1
95168,Upgrade to Premium Services for Free,Basic,Voice Plans,26.83,340,264,1
60236,Loyalty-Based Free Data Top-Ups,Basic,Device Offers,43.74,1492,144,1
55269,Discounted SMS Bundles,Basic,Device Offers,49.78,635,68,1
29265,Discounted SMS Bundles,Premium,Voice Plans,29.34,1507,57,1
58214,Discounted Voice Bundles,Basic,Voice Plans,40.72,1554,184,1
48848,Upgrade to Premium Services for Free,Basic,Value-Added Services,16.68,182,61,1
42857,Free Device,Basic,Value-Added Services,15.63,1081,478,1
71095,Discounted Data Bundles,Premium,Value-Added Services,20.43,1954,307,1
19923,Discounted Voice Bundles,Unlimited,Device Offers,33.79,1820,444,1
85996,Discounted Voice Bundles,Basic,Device Offers,34.27,1050,295,1
98084,Free Device,Unlimited,Value-Added Services,16.1,1951,165,1
99730,Discounted Data Bundles,Basic,Device Offers,7.09,710,170,1
75989,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,31.8,673,62,1
70749,Contract Extension Bonuses,Premium,Voice Plans,6.85,385,146,1
35566,Upgrade to Premium Services for Free,Premium,Voice Plans,29.14,1088,483,1
71449,Contract Extension Bonuses,Basic,Device Offers,34.82,1657,305,1
74892,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,35.18,558,160,1
56098,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,37.8,1335,140,1
19822,Discounted Voice Bundles,Basic,Value-Added Services,43.71,225,333,1
37585,Discounted Data Bundles,Basic,Data Plans,25.25,1536,96,1
84333,Discounted Voice Bundles,Premium,Value-Added Services,36.65,1622,445,1
68113,Discounted SMS Bundles,Premium,Voice Plans,31.15,524,220,1
55582,Discounted Voice Bundles,Basic,Device Offers,9.74,653,42,1
79339,Discounted Voice Bundles,Unlimited,Device Offers,1.77,709,432,1
23547,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,14.58,1666,291,1
89946,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,22.43,1281,377,1
57890,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,31.05,211,107,1
20630,Contract Extension Bonuses,Premium,Data Plans,42.57,501,265,1
10716,Discounted SMS Bundles,Basic,Voice Plans,10.21,1882,94,1
58336,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,6.71,221,261,1
85623,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,48.19,372,312,1
72331,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,5.85,1417,384,1
68667,Discounted Data Bundles,Premium,Value-Added Services,24.19,497,70,1
62615,Contract Extension Bonuses,Premium,Voice Plans,29.49,570,441,1
37671,Free Device,Basic,Device Offers,27.3,1084,218,1
94957,Discounted Data Bundles,Unlimited,Value-Added Services,4.76,1330,20,1
91210,Upgrade to Premium Services for Free,Basic,Data Plans,3.32,1233,91,1
88419,Upgrade to Premium Services for Free,Basic,Voice Plans,5.72,1563,126,1
52808,Discounted Data Bundles,Basic,Data Plans,29.49,1401,79,1
72872,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,27.45,1691,311,1
38997,Free Device,Basic,Device Offers,12.07,668,237,1
64007,Free Device,Basic,Data Plans,32.07,1605,470,1
93885,Contract Extension Bonuses,Basic,Device Offers,41.09,1926,371,1
41516,Free Device,Basic,Value-Added Services,2.56,1237,403,1
25875,Roaming Data Bundles,Basic,Voice Plans,25.16,996,485,1
91791,Discounted SMS Bundles,Basic,Data Plans,34.62,919,181,1
76895,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,12.99,952,24,1
50789,Free Device,Basic,Data Plans,15.73,1600,155,1
38314,Contract Extension Bonuses,Premium,Voice Plans,30.88,809,4,1
75495,Upgrade to Premium Services for Free,Basic,Data Plans,44.95,420,119,1
72378,Discounted SMS Bundles,Basic,Data Plans,40.59,278,276,1
89480,Discounted Voice Bundles,Unlimited,Data Plans,29.36,996,17,1
27245,Discounted Voice Bundles,Unlimited,Data Plans,36.65,318,430,1
67805,Discounted SMS Bundles,Premium,Data Plans,18.56,888,197,1
65609,Upgrade to Premium Services for Free,Premium,Data Plans,32.23,1651,56,1
94126,Contract Extension Bonuses,Unlimited,Data Plans,23.58,591,92,1
76458,Discounted SMS Bundles,Unlimited,Data Plans,9.9,160,18,1
66205,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,35.24,1177,383,1
41194,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,28.04,1803,352,1
94640,Discounted Voice Bundles,Premium,Device Offers,18.25,637,192,1
35908,Free Device,Basic,Data Plans,45.61,947,236,1
25291,Contract Extension Bonuses,Premium,Device Offers,1.54,1087,386,1
66692,Discounted Voice Bundles,Basic,Data Plans,16.13,164,425,1
24887,Free Device,Unlimited,Data Plans,3.32,1735,276,1
73838,Free Device,Premium,Voice Plans,38.44,685,226,1
55402,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,35.25,1827,232,1
61796,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,16.9,270,39,1
58045,Upgrade to Premium Services for Free,Unlimited,Voice Plans,33.95,1396,322,1
32564,Discounted Data Bundles,Unlimited,Device Offers,20.1,1822,152,1
89605,Upgrade to Premium Services for Free,Unlimited,Value-Added Services,37.93,634,126,1
89835,Discounted Data Bundles,Premium,Voice Plans,22.98,1514,236,1
23627,Discounted SMS Bundles,Basic,Voice Plans,20.91,792,485,1
82476,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,46.77,1450,492,1
23389,Free Device,Premium,Device Offers,12.92,207,54,1
29406,Contract Extension Bonuses,Premium,Voice Plans,6.46,1970,467,1
55632,Discounted Data Bundles,Premium,Data Plans,29.43,1285,435,1
21048,Upgrade to Premium Services for Free,Unlimited,Device Offers,48.48,913,171,1
13122,Free Device,Unlimited,Device Offers,19.2,1104,108,1
19536,Discounted Data Bundles,Basic,Value-Added Services,3.57,551,353,1
10137,Discounted Data Bundles,Basic,Value-Added Services,17.3,1329,468,1
22907,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,25.54,689,183,1
43928,Discounted Data Bundles,Premium,Voice Plans,8.52,1139,438,1
65624,Contract Extension Bonuses,Premium,Value-Added Services,33.08,426,367,1
25083,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,49.89,707,470,1
54533,Contract Extension Bonuses,Basic,Device Offers,22.86,758,197,1
10399,Discounted Voice Bundles,Premium,Value-Added Services,18.06,101,370,1
51142,Free Device,Basic,Value-Added Services,20.33,1133,372,1
35048,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,6.2,533,460,1
96312,Loyalty-Based Free Data Top-Ups,Premium,Value-Added Services,44.22,224,496,1
35905,Loyalty-Based Free Data Top-Ups,Premium,Device Offers,21.03,1204,86,1
90627,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,19.67,584,200,1
18436,Upgrade to Premium Services for Free,Unlimited,Data Plans,33.15,751,336,1
97626,Loyalty-Based Free Data Top-Ups,Premium,Voice Plans,22.38,1961,321,1
98160,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,32.59,1273,274,1
28829,Contract Extension Bonuses,Basic,Device Offers,3.54,899,210,1
67240,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,40.78,972,390,1
15609,Discounted SMS Bundles,Basic,Voice Plans,47.05,1463,117,1
67111,Free Device,Basic,Data Plans,32.61,228,190,1
61866,Loyalty-Based Free Data Top-Ups,Unlimited,Device Offers,47.75,537,41,1
20628,Free Device,Premium,Device Offers,8.0,850,41,1
83072,Discounted SMS Bundles,Unlimited,Device Offers,24.13,600,314,1
41663,Discounted SMS Bundles,Basic,Data Plans,30.29,1181,275,1
41782,Free Device,Basic,Data Plans,29.3,1321,328,1
14867,Discounted Data Bundles,Basic,Data Plans,20.37,310,16,1
75780,Discounted Voice Bundles,Basic,Data Plans,17.24,1001,282,1
14382,Upgrade to Premium Services for Free,Premium,Data Plans,6.78,144,430,1
72811,Roaming Data Bundles,Basic,Value-Added Services,19.89,1220,257,1
46483,Discounted Data Bundles,Premium,Value-Added Services,8.55,1402,62,1
52931,Contract Extension Bonuses,Basic,Device Offers,36.85,634,61,1
86330,Upgrade to Premium Services for Free,Premium,Voice Plans,10.84,1533,99,1
54747,Upgrade to Premium Services for Free,Unlimited,Device Offers,3.4,560,18,1
66837,Discounted Data Bundles,Basic,Voice Plans,27.84,490,16,1
29371,Loyalty-Based Free Data Top-Ups,Premium,Data Plans,29.96,1970,324,1
75642,Contract Extension Bonuses,Unlimited,Voice Plans,43.66,1167,422,1
82802,Contract Extension Bonuses,Basic,Device Offers,29.06,126,465,1
76134,Discounted SMS Bundles,Basic,Device Offers,17.6,893,372,1
54290,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,40.25,1220,245,1
60805,Upgrade to Premium Services for Free,Premium,Value-Added Services,27.24,1074,250,1
22166,Discounted Data Bundles,Premium,Data Plans,4.42,647,454,1
70474,Discounted SMS Bundles,Unlimited,Data Plans,28.51,720,80,1
47815,Free Device,Premium,Device Offers,45.45,666,38,1
85857,Discounted Voice Bundles,Premium,Value-Added Services,20.12,803,35,1
47520,Loyalty-Based Free Data Top-Ups,Basic,Voice Plans,15.17,1342,423,1
60076,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,7.6,284,428,1
11508,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,8.0,1192,387,1
68472,Contract Extension Bonuses,Basic,Data Plans,21.92,1952,485,1
65314,Free Device,Basic,Value-Added Services,29.99,1253,408,1
48712,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,4.49,1690,196,1
10040,Free Device,Basic,Device Offers,47.01,1732,157,1
20736,Loyalty-Based Free Data Top-Ups,Unlimited,Data Plans,37.88,947,203,1
22742,Loyalty-Based Free Data Top-Ups,Unlimited,Voice Plans,29.54,698,195,1
81816,Discounted Voice Bundles,Unlimited,Device Offers,41.51,905,215,1
98491,Free Device,Unlimited,Device Offers,4.47,1754,284,1
18922,Free Device,Basic,Voice Plans,24.1,1843,456,1
96331,Discounted Voice Bundles,Unlimited,Device Offers,31.69,1457,195,1
25617,Loyalty-Based Free Data Top-Ups,Basic,Value-Added Services,41.52,1277,306,1
28267,Discounted Voice Bundles,Unlimited,Value-Added Services,39.28,1670,151,1
72019,Free Device,Premium,Data Plans,14.21,178,13,1
21234,Discounted Voice Bundles,Unlimited,Data Plans,47.07,678,324,1
61706,Free Device,Unlimited,Voice Plans,6.66,1978,145,1
45312,Free Device,Basic,Data Plans,43.82,512,425,1
75246,Loyalty-Based Free Data Top-Ups,Unlimited,Value-Added Services,48.56,645,56,1
74176,Discounted Data Bundles,Premium,Voice Plans,9.27,1732,210,1
36333,Roaming Data Bundles,Basic,Voice Plans,36.24,268,267,1
79532,Loyalty-Based Free Data Top-Ups,Basic,Data Plans,2.49,780,209,1
72336,Discounted SMS Bundles,Unlimited,Value-Added Services,20.57,1786,16,1
97123,Upgrade to Premium Services for Free,,Value-Added Services,38.75,1224,70,1
99026,Free Device,,Value-Added Services,27.65,706,2,1
37772,Loyalty-Based Free Data Top-Ups,,Value-Added Services,3.79,1889,313,1
76643,Upgrade to Premium Services for Free,,Voice Plans,38.44,1480,31,1
26620,Discounted SMS Bundles,,Voice Plans,29.39,1665,286,1
79185,Loyalty-Based Free Data Top-Ups,,Voice Plans,39.21,1884,81,1
14318,Loyalty-Based Free Data Top-Ups,,Value-Added Services,37.71,132,42,1
77499,Loyalty-Based Free Data Top-Ups,,Voice Plans,40.25,1352,390,1
30899,Upgrade to Premium Services for Free,,Value-Added Services,26.14,1647,104,1
45961,Discounted Voice Bundles,,Voice Plans,7.45,1753,0,1
15032,Discounted SMS Bundles,,Voice Plans,33.72,961,60,1
84430,Upgrade to Premium Services for Free,,Data Plans,31.21,254,269,1
96837,Discounted SMS Bundles,,Device Offers,37.24,1546,179,1
96664,Discounted SMS Bundles,,Value-Added Services,8.91,1004,223,1
23692,Loyalty-Based Free Data Top-Ups,,Data Plans,10.15,1369,5,1
56138,Loyalty-Based Free Data Top-Ups,,Voice Plans,44.58,504,102,1
89322,Free Device,,Value-Added Services,37.62,943,9,1
25823,Loyalty-Based Free Data Top-Ups,,Voice Plans,45.46,1882,70,1
52861,Loyalty-Based Free Data Top-Ups,,Device Offers,38.06,1664,89,1
57371,Discounted SMS Bundles,,Data Plans,30.06,1284,225,1
73449,Contract Extension Bonuses,,Device Offers,32.88,846,157,1
64297,Loyalty-Based Free Data Top-Ups,,Data Plans,44.51,1825,227,1
45999,Discounted Voice Bundles,,Voice Plans,29.15,1240,404,1
51850,Loyalty-Based Free Data Top-Ups,,Device Offers,31.8,370,125,1
76242,Free Device,,Device Offers,8.25,869,443,1
32901,Contract Extension Bonuses,,Voice Plans,23.96,1815,208,1
88074,Contract Extension Bonuses,,Device Offers,35.96,1610,96,1
69428,Discounted Voice Bundles,,Value-Added Services,13.91,271,73,1
14512,Loyalty-Based Free Data Top-Ups,,Data Plans,10.51,373,114,1
28054,Free Device,,Data Plans,16.03,358,190,1
49549,Loyalty-Based Free Data Top-Ups,,Data Plans,12.45,1258,494,1
52824,Discounted Data Bundles,,Value-Added Services,11.14,1806,169,1
68429,Free Device,,Data Plans,21.53,1845,306,1
35540,Discounted Voice Bundles,,Voice Plans,45.44,1871,447,1
63165,Contract Extension Bonuses,,Device Offers,25.6,521,203,1
72435,Loyalty-Based Free Data Top-Ups,,Value-Added Services,9.8,1544,55,1
43605,Free Device,,Data Plans,4.31,1309,207,1
46463,Discounted Data Bundles,,Voice Plans,34.96,463,40,1
29230,Discounted Data Bundles,,Device Offers,19.45,1730,31,1
75482,Discounted SMS Bundles,,Device Offers,41.18,477,14,1
75942,Discounted SMS Bundles,,Value-Added Services,33.15,1646,61,1
61015,Upgrade to Premium Services for Free,,Value-Added Services,39.91,679,154,1
72914,Discounted Voice Bundles,,Value-Added Services,13.96,990,283,1
66315,Loyalty-Based Free Data Top-Ups,,Voice Plans,34.77,821,208,1
52153,Free Device,,Voice Plans,13.57,1319,319,1
28460,Free Device,,Value-Added Services,46.98,980,493,1
83461,Loyalty-Based Free Data Top-Ups,,Data Plans,32.0,1221,186,1
75582,Upgrade to Premium Services for Free,,Device Offers,16.56,704,497,1
40048,Contract Extension Bonuses,,Device Offers,13.84,121,441,1
81916,Contract Extension Bonuses,,Voice Plans,9.95,1573,129,1
83000,Upgrade to Premium Services for Free,,Device Offers,34.88,1295,126,1
99603,Contract Extension Bonuses,,Data Plans,11.33,482,291,1
62787,Discounted SMS Bundles,,Device Offers,29.97,233,113,1
37841,Free Device,,Voice Plans,13.6,1549,198,1
24046,Upgrade to Premium Services for Free,,Voice Plans,33.27,1148,12,1
30083,Free Device,,Data Plans,40.84,602,270,1
56290,Loyalty-Based Free Data Top-Ups,,Data Plans,39.01,1308,88,1
83543,Discounted Data Bundles,,Device Offers,38.16,1208,214,1
55827,Discounted SMS Bundles,,Device Offers,9.79,1690,443,1
88767,Loyalty-Based Free Data Top-Ups,,Voice Plans,4.88,1886,277,1
54750,Discounted SMS Bundles,,Data Plans,35.1,243,446,1
32868,Upgrade to Premium Services for Free,,Data Plans,18.73,1986,473,1
45635,Loyalty-Based Free Data Top-Ups,,Data Plans,21.9,1802,480,1
93125,Discounted Data Bundles,,Device Offers,2.04,1535,202,1
88491,Upgrade to Premium Services for Free,,Data Plans,13.35,323,73,1
39904,Discounted Voice Bundles,,Voice Plans,2.17,319,24,1
98813,Free Device,,Voice Plans,44.02,278,100,1
45824,Discounted Data Bundles,,Device Offers,12.55,1754,175,1
26969,Free Device,,Value-Added Services,28.09,532,426,1
39094,Contract Extension Bonuses,,Device Offers,2.43,364,116,1
28444,Discounted Voice Bundles,,Value-Added Services,33.51,1053,165,1
51003,Discounted Voice Bundles,,Data Plans,16.49,528,40,1
29617,Discounted Data Bundles,,Device Offers,44.95,1785,428,1
44318,Discounted Voice Bundles,,Voice Plans,44.46,515,343,1
34615,Loyalty-Based Free Data Top-Ups,,Data Plans,16.6,1576,423,1
41088,Discounted Voice Bundles,,Voice Plans,45.1,826,365,1
49821,Free Device,,Data Plans,49.81,296,119,1
39159,Free Device,,Device Offers,41.36,1677,96,1
41762,Upgrade to Premium Services for Free,,Value-Added Services,42.32,1176,144,1
36039,Free Device,,Data Plans,12.83,579,215,1
41497,Upgrade to Premium Services for Free,,Value-Added Services,29.05,1566,228,1
16807,Free Device,,Data Plans,3.83,1453,312,1
91485,Loyalty-Based Free Data Top-Ups,,Voice Plans,5.2,1374,129,1
63325,Loyalty-Based Free Data Top-Ups,,Voice Plans,49.95,1930,351,1
88093,Upgrade to Premium Services for Free,,Data Plans,16.67,989,376,1
65334,Discounted SMS Bundles,,Value-Added Services,37.54,1906,317,1
66839,Contract Extension Bonuses,,Device Offers,40.43,1024,471,1
47364,Discounted Data Bundles,,Device Offers,42.97,222,136,1
84945,Free Device,,Voice Plans,49.88,1510,323,1
22665,Discounted Voice Bundles,,Device Offers,12.45,1462,336,1
29309,Loyalty-Based Free Data Top-Ups,,Voice Plans,2.5,877,272,1
71896,Free Device,,Device Offers,20.85,447,116,1
52872,Discounted Voice Bundles,,Data Plans,6.94,128,305,1
52757,Contract Extension Bonuses,,Voice Plans,1.61,1074,367,1
44054,Contract Extension Bonuses,,Voice Plans,18.34,134,93,1
58990,Contract Extension Bonuses,,Data Plans,39.3,1641,167,1
69137,Discounted Voice Bundles,,Voice Plans,28.53,1519,441,1
16809,Free Device,,Device Offers,15.98,722,202,1
85556,Contract Extension Bonuses,,Device Offers,32.89,1417,340,1
13065,Loyalty-Based Free Data Top-Ups,,Voice Plans,11.98,688,148,1
92231,Upgrade to Premium Services for Free,,Device Offers,1.21,1472,401,1
49723,Discounted Voice Bundles,,Value-Added Services,38.34,1270,182,1
90743,Discounted Voice Bundles,,Voice Plans,31.38,1190,412,1
63191,Free Device,,Data Plans,38.23,1003,151,1
74882,Discounted Voice Bundles,,Value-Added Services,2.43,619,73,1
66217,Discounted Voice Bundles,,Voice Plans,41.94,221,364,1
13789,Contract Extension Bonuses,,Data Plans,31.17,439,400,1
90570,Free Device,,Device Offers,28.39,274,273,1
55331,Contract Extension Bonuses,,Data Plans,31.42,1814,41,1
81740,Upgrade to Premium Services for Free,,Value-Added Services,43.29,696,495,1
